OBJECTID,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,Shape_Length,Shape_Area
417,TX491,7,RaB,373569,1269.557200151240977,62405.617027378459170
418,TX491,7,AxC3,373521,914.812251473046786,38147.246743684685498
419,TX491,7,RkD,373570,1037.113375661719374,43774.301363172431593
420,TX491,7,AxC3,373521,832.222508706581493,38915.192810919303156
421,TX491,7,AxB,373520,1948.479133468717009,167540.777976400335319
422,TX491,7,CrC3,373536,2902.369461270635838,312092.942674443358555
423,TX491,7,AxC3,373521,2597.248265064109091,115779.296946619870141
424,TX491,7,DfA,373538,4105.940516956099600,165668.637255899666343
425,TX491,7,RoC,373571,733.280998341104919,24001.421943957055191
426,TX491,7,AxB,373520,2256.693014206204225,176516.717917942238273
427,TX491,7,AxC3,373521,1170.743341834642933,66447.298666108414182
428,TX491,7,AxC3,373521,3438.361637213980430,133643.716246378782671
429,TX491,7,CrC3,373536,1189.361706286539174,68244.714282929911860
430,TX491,7,RbtF,373539,1394.550658927562608,64885.076158777192177
431,TX491,7,RoC,373571,2108.677446593620061,170973.085263921442674
432,TX491,7,RaB,373569,1470.119637690133004,95474.263685394762433
433,TX491,7,CfA,373533,2668.425039952434872,194232.019795393076492
434,TX491,7,PaD,373567,1668.930801596748097,193235.688850026490400
435,TX491,7,RbtF,373539,1007.784803014581485,22216.729398194322130
436,TX491,7,CrB,373535,1341.470967403889745,85109.923560425304458
437,TX491,7,CrB,373535,1253.133546327909244,67377.440988605230814
438,TX491,7,AxB,373520,722.881193752635113,27283.621527843297372
439,TX491,7,AxC3,373521,1062.138113494262825,37949.461632340724464
440,TX491,7,WlB,373581,689.602158408043806,31519.714219895962742
441,TX491,7,CrB,373535,669.953370621779641,25522.210333097504190
442,TX491,7,PaD,373567,674.722925479437322,34091.687185060065531
443,TX491,7,AxC3,373521,1622.452399167551221,132121.723693049803842
444,TX491,7,BeB,373522,1256.078041521117711,79020.565981408901280
445,TX491,7,CrC3,373536,1346.012760210645183,72075.306859482123400
446,TX491,7,BeB,373522,1227.244328967670072,61324.370972419725149
447,TX491,7,AxC3,373521,1228.335983689970135,59456.187528144459066
448,TX491,7,WlA,373580,1013.021990888619030,60075.939108890488569
449,TX491,7,BeC3,373523,969.457870945670948,36638.349377837534121
450,TX491,7,WlB,373581,972.290528095178047,44264.777148122411745
451,TX491,7,CrC3,373536,1190.649743470896738,55650.682176958063792
452,TX491,7,WlB,373581,1057.311353977103636,30588.346223637836374
453,TX491,7,CrB,373535,1854.673842523393432,126022.449505852680886
454,TX491,7,AxB,373520,1225.469964653707621,79733.863705999567173
455,TX491,7,AxB,373520,474.476854890594552,12079.261202076073459
456,TX491,7,AxC3,373521,1778.439106040122397,107280.653263145344681
457,TX491,7,RaB,373569,2233.707706716560551,95188.605144332992495
458,TX491,7,CrC3,373536,4050.512244240313976,371914.874696157581639
459,TX491,7,AxC3,373521,1579.274289552115988,57701.197326684814470
460,TX491,7,BeB,373522,2306.095898314090391,96440.034785645562806
461,TX491,7,CrB,373535,887.124287025111812,47912.758980485719803
462,TX491,7,BeB,373522,8482.361286412033223,517715.585313118703198
463,TX491,7,CrC3,373536,878.294393212875093,28669.666928558115615
464,TX491,7,PaD,373567,2950.144500355662785,329088.833087581500877
465,TX491,7,RkD,373570,944.841452267167256,53436.511962093187321
466,TX491,7,RbtF,373539,4443.262995428030990,276310.824315466103144
467,TX491,7,AxC3,373521,1121.175713817850692,50090.887213178211823
468,TX491,7,RbtF,373539,1441.646363345975942,62040.342734032674343
469,TX491,7,BeC3,373523,6293.928257645702615,618388.071044447948225
470,TX491,7,DfA,373538,3552.138275681490541,129217.045921042037662
471,TX491,7,AxB,373520,2235.936821641000734,153948.029197875934187
472,TX491,7,RbtF,373539,10977.511586279410039,720533.815189157379791
473,TX491,7,CrC3,373536,1806.310574402770271,66928.624033481086371
474,TX491,7,HeiD3,373557,3657.787552660367510,282493.239399777841754
475,TX491,7,WlB,373581,1544.373731026193809,84058.544911049699294
476,TX491,7,BeB,373522,2361.130204637672250,103444.150395712786121
477,TX491,7,HeiD3,373557,7639.128014329576217,703151.529163702856749
478,TX491,7,BeB,373522,4241.517543066067446,258769.987094804615481
479,TX491,7,RbtF,373539,2949.985705742611117,221898.491174231021432
480,TX491,7,RaB,373569,1752.445508729464109,149138.623962782410672
481,TX491,7,PaD,373567,3257.951738721647871,469721.124322764575481
482,TX491,7,AxC3,373521,5231.593544003038005,747266.766836857306771
483,TX491,7,CrC3,373536,4453.561735190454783,369693.378397004562430
484,TX491,7,RbtF,373539,840.563877260210688,27306.244983668228087
485,TX491,7,RkD,373570,1358.900573913770359,126801.881293934755377
486,TX491,7,RaB,373569,2530.606394182005261,101032.355133745193598
487,TX491,7,RaB,373569,615.163991551840240,11193.149267767434139
488,TX491,7,RoC,373571,949.921567667265549,39069.220156545743521
489,TX491,7,AxC3,373521,4676.459952842673374,512620.850594494026154
490,TX491,7,AwD3,373519,1363.702715128793443,30956.201412540747697
491,TX491,7,AxC3,373521,908.109413827719095,29900.561516706489783
492,TX491,7,RaB,373569,1177.591943343855974,46063.066386797596351
493,TX491,7,AxC3,373521,2031.278343803632197,98768.937660433948622
494,TX491,7,AxB,373520,1320.824109224868380,47714.194514800292382
495,TX491,7,EyB,373548,604.889939337751002,22448.072626196695637
496,TX491,7,RkD,373570,927.348806571983800,53566.506811494058638
497,TX491,7,RoC,373571,2467.602167096029916,101041.114412057082518
498,TX491,7,DfA,373538,1527.810256783772729,42357.477278704674973
499,TX491,7,CrB,373535,3659.088911467956677,227252.792514538217802
500,TX491,7,RkD,373570,963.205001731088828,41306.144882531647454
501,TX491,7,BeB,373522,3215.302306090461116,251355.199722383433254
502,TX491,7,FhF2,373552,1750.295929635337870,70546.199571640085196
503,TX491,7,HeiD3,373557,194.169153246374663,2289.331166485965696
504,TX491,7,BeC3,373523,1462.289408387007825,90338.401111368555576
505,TX491,7,CrC3,373536,1475.594910976534948,111514.564871161244810
506,TX491,7,BeB,373522,1096.848910983691894,42089.568784206639975
507,TX491,7,BeC3,373523,1788.362512342187074,115709.901680025242968
508,TX491,7,FhF2,373552,1626.636918122863563,61344.999159286737267
509,TX491,7,HeiD3,373557,10514.653597037045984,1063282.188198791351169
510,TX491,7,RkD,373570,1652.509643085187008,131654.779761841433356
511,TX491,7,AxC3,373521,2533.111664477285558,153948.262998310005059
512,TX491,7,AxC3,373521,1348.326422356622288,75853.299613035705988
513,TX491,7,WlB,373581,3590.602326853041632,278957.506104128260631
514,TX491,7,RoC,373571,1350.326478116907765,100823.165672634087969
515,TX491,7,RkD,373570,3348.356875684061379,325186.089867434406187
516,TX491,7,RkD,373570,1045.789838618494514,47576.928788430290297
517,TX491,7,BeC3,373523,5379.392987891381381,297281.755496178404428
518,TX491,7,RbtF,373539,1733.857394175670606,78663.537918369576801
519,TX491,7,CrC3,373536,4155.443592257019191,381253.814874396775849
520,TX491,7,RbtF,373539,1752.816463123060203,71163.835457180059166
521,TX491,7,AxC3,373521,1595.668102956945177,113454.924109067840618
522,TX491,7,BeC3,373523,3797.478126231977058,273564.306346685567405
523,TX491,7,CrB,373535,2500.106039201338263,101124.769463998745778
524,TX491,7,RaB,373569,1630.321855074512769,113533.686021329223877
525,TX491,7,PaD,373567,4185.359787205973589,531413.468105747830123
526,TX491,7,RoC,373571,475.300037520187743,16069.663337134685207
527,TX491,7,WlA,373580,1508.771732142554129,71076.846954997090506
528,TX477,3,60,373191,737.283676765612086,33729.429560576914810
529,TX477,3,59,373189,441.269322201676403,11920.989940190978814
530,TX477,3,19,373145,1065.453357701786217,60618.917658767619287
531,TX477,3,40,373169,816.402827845121465,33994.178535944694886
532,TX477,3,17,373143,1730.259331229892950,127314.671307702810736
533,TX477,3,56,373186,1873.763247872414695,94592.002226192213129
534,TX477,3,36,373164,6047.261340733442012,421650.122772504517343
535,TX477,3,44,373173,1803.647712843594718,80679.640753362415126
536,TX477,3,36,373164,1308.644230822905001,101356.024560977893998
537,TX477,3,25,373152,1198.915655420208623,68864.569001462354208
538,TX477,3,18,373144,1376.603534119390133,51844.665916067446233
539,TX477,3,33,373161,3036.965780417340284,154883.845820703019854
540,TX477,3,46,373175,839.964193492555069,28556.819780135047040
541,TX477,3,30,373158,1170.198741059382883,46944.361038591079705
542,TX477,3,46,373175,2871.668847946702044,272110.539235297997948
543,TX477,3,60,373191,599.552565825505781,22215.986444156988000
544,TX477,3,20,373147,3935.667478409520299,158780.841884843830485
545,TX477,3,72,373204,4431.748348324990729,268324.464521517627873
546,TX477,3,56,373186,1205.803706986024508,41743.717247857450275
547,TX477,3,43,373172,724.513052228880497,25592.879173860466835
548,TX477,3,14,373140,1183.868822531376736,49571.940499103824550
549,TX477,3,41,373170,913.612243290552215,40454.109929678234039
550,TX477,3,35,373163,1179.028137885178012,78560.119182485796046
551,TX477,3,8,373205,2127.118712770582079,109764.851192101195920
552,TX477,3,1,373135,1996.971493670493601,96284.442462376784533
553,TX477,3,6,373190,2181.809564467561358,181569.325594887894113
554,TX477,3,39,373167,1796.873064155812017,103390.172624215294491
555,TX477,3,28,373155,3300.639379910228854,141762.473398109606933
556,TX477,3,61,373192,5008.304458408479150,290984.077922400552779
557,TX477,3,14,373140,1074.834188750332260,56543.789816851589421
558,TX477,3,46,373175,3839.086828748597782,322450.662871626496781
559,TX477,3,32,373160,5716.986216500097726,646821.962016400182620
560,TX477,3,32,373160,1610.020902320633695,91155.860338706566836
561,TX477,3,1,373135,1012.495539025429366,62337.064084238452779
562,TX477,3,35,373163,725.823422986852620,29398.667277170465240
563,TX477,3,46,373175,1466.924536716808689,98388.022902013966814
564,TX477,3,49,373178,14659.844849504937883,1243998.872473933966830
565,TX477,3,20,373147,1293.592635715117467,76637.305715338356094
566,TX477,3,20,373147,2663.333319820082124,149097.216799493500730
567,TX477,3,59,373189,1390.428090751335503,50092.093117891752627
568,TX477,3,W,373207,452.324156833869665,11996.728859423259564
569,TX477,3,1,373135,5000.958466136094103,314847.190151971939486
570,TX477,3,36,373164,3281.646425241890938,310218.090396293322556
571,TX477,3,14,373140,7780.831797722275041,839491.382306391140446
572,TX477,3,34,373162,1901.540895054985185,131972.575863573350944
573,TX477,3,36,373164,1361.004309142989541,64084.025458148338657
574,TX477,3,32,373160,1536.585764355062565,68299.500568759758607
575,TX477,3,18,373144,521.049286312122831,19681.996789378492394
576,TX477,3,W,373207,759.322674125481512,21518.989139438672282
577,TX477,3,32,373160,4652.524723113077016,345173.475987389567308
578,TX477,3,60,373191,2707.979732494673954,121424.495051425386919
579,TX477,3,28,373155,3285.359254070045154,292678.597264685609844
580,TX477,3,46,373175,1437.868358264433027,88809.571205323096365
581,TX477,3,31,373159,2920.969903252317636,278449.151944436307531
582,TX477,3,32,373160,315.084238523927979,5449.557300737727928
583,TX477,3,36,373164,1887.658914720280563,86540.641717474820325
584,TX477,3,11,373137,2255.584820656306874,111781.954165252813254
585,TX477,3,55,373185,2061.710399686010078,232828.631085691478802
586,TX477,3,32,373160,1354.125391504374875,79325.485453148576198
587,TX477,3,10,373136,4060.847724468706929,210354.590730116964551
588,TX477,3,25,373152,2095.696996903790932,106957.421627848380012
589,TX477,3,9,373206,556.975875384200435,15283.199415260976821
590,TX477,3,10,373136,2783.535420011855877,201801.063494662521407
591,TX477,3,25,373152,2243.307266185240223,188139.007770196651109
592,TX477,3,35,373163,8247.436771549020705,897146.688936005812138
593,TX477,3,46,373175,2106.734380309181688,114009.487501373077976
594,TX477,3,18,373144,624.506135316911127,26287.860880399530288
595,TX477,3,31,373159,1128.171613814180546,62318.317940206783533
596,TX477,3,W,373207,549.497765874340644,18153.309759920502984
597,TX477,3,20,373147,2507.826928005220452,221431.010551355953794
598,TX477,3,1,373135,1715.695738634309237,124736.100004457839532
599,TX477,3,W,373207,455.140815083391146,9711.398585922133861
600,TX477,3,31,373159,1327.406995340982576,52065.559248241093883
601,TX477,3,36,373164,1031.332654652912197,44066.886071188600908
602,TX477,3,W,373207,732.839182738032150,25704.372803777681838
603,TX477,3,14,373140,1127.016312576112341,64206.793777970189694
604,TX477,3,29,373156,2553.624965865250033,268650.428818936168682
605,TX477,3,18,373144,3429.849653298184421,244175.914496958343079
606,TX477,3,36,373164,2093.523579837519719,164339.956158263434190
607,TX477,3,19,373145,962.531251247366299,30555.465008213381225
608,TX477,3,20,373147,1442.314121555296651,61435.363816116936505
609,TX477,3,W,373207,375.681973153528759,8076.242504081539664
610,TX477,3,30,373158,1168.900661771269824,52077.514951057462895
611,TX477,3,31,373159,524.437548471609261,18148.284384284092084
612,TX477,3,62,373193,2036.611918628653711,90284.718497937152279
613,TX477,3,16,373142,759.988411387013912,28354.319444266235223
614,TX477,3,19,373145,654.568930215250361,21623.137627539130335
615,TX477,3,1,373135,1935.465538225713999,154589.496815335034626
616,TX477,3,31,373159,7239.493479892113101,467528.751841046090703
617,TX477,3,36,373164,1370.681651932108480,114839.874141507621971
618,TX477,3,59,373189,4598.077014552358378,214277.827374047075864
619,TX477,3,41,373170,720.727460908716694,27636.413300969765260
620,TX477,3,32,373160,997.497009226967634,36998.940260814284557
621,TX477,3,53,373183,666.984321458914678,22787.027557405846892
622,TX477,3,19,373145,6498.429704554157070,556711.239791189436801
623,TX477,3,17,373143,1455.347975630007568,59985.802849808897008
624,TX477,3,33,373161,1518.812622598105236,89666.665011993594817
625,TX477,3,7,373201,2445.146307976352091,149198.780732860614080
626,TX477,3,31,373159,1110.267620166393272,57306.331303533690516
627,TX477,3,17,373143,1035.597907003495948,46745.190152715316799
628,TX477,3,46,373175,1076.500673170452956,59115.222735152026871
629,TX477,3,21,373148,1352.406849098024850,96122.150696594166220
630,TX477,3,53,373183,2005.182561803654153,111408.248834624086157
631,TX477,3,42,373171,844.779018791672456,48359.948807613480312
632,TX477,3,32,373160,1029.886858963019677,49427.464836623890733
633,TX477,3,36,373164,2096.108214948860223,108959.512743081562803
634,TX477,3,55,373185,599.401646777393353,19212.490966344099434
635,TX477,3,53,373183,1105.680059713889932,72230.113925460216706
636,TX477,3,31,373159,4005.942248485700020,197305.950474793498870
637,TX477,3,55,373185,923.386550726045925,35163.661313781442004
638,TX477,3,18,373144,2819.750164773997767,159647.371121211152058
639,TX477,3,11,373137,7922.430449601060900,523041.747731177951209
640,TX477,3,W,373207,465.923840546872668,14526.018217485127025
641,TX477,3,33,373161,2610.837490395781515,216168.372058100503637
642,TX477,3,19,373145,2482.178778296846758,160515.339929374807980
643,TX477,3,36,373164,1657.861472868397414,81955.212158831025590
644,TX477,3,7,373201,1009.850795642978710,40241.999968659460137
645,TX477,3,53,373183,2969.161184230906201,381053.349205238104332
646,TX477,3,35,373163,1089.784154950515131,68940.681463855740731
647,TX477,3,35,373163,3068.807855628955622,289663.986595400201622
648,TX477,3,37,373165,3250.421511458116129,170304.248265224596253
649,TX477,3,56,373186,2187.433403624492257,115356.941673022374744
650,TX477,3,66,373197,960.635453730273184,47801.705084444329259
651,TX477,3,19,373145,575.910753372634758,19938.129698257431301
652,TX477,3,11,373137,2613.877999304778768,244576.264566691475920
653,TX477,3,53,373183,1192.470487162030395,92797.709751996080740
654,TX477,3,21,373148,1790.860159616797091,95453.030272646763478
655,TX477,3,57,373187,3198.831777931533907,156204.834000132046640
656,TX477,3,55,373185,1545.426529179449290,71062.972672509029508
657,TX477,3,20,373147,5849.380343751363398,588438.079221667605452
658,TX477,3,19,373145,9796.095980480122307,754663.224763070815243
659,TX477,3,7,373201,1638.978292156359885,68333.658026650795364
660,TX477,3,46,373175,767.309939687985889,21853.180745570891304
661,TX477,3,41,373170,1757.557843003798325,71898.069204100393108
662,TX477,3,W,373207,544.651712662911223,20170.931008836174442
663,TX477,3,28,373155,711.195163298411330,17411.435256185424805
664,TX477,3,32,373160,1701.625592454621710,96237.329121098096948
665,TX477,3,46,373175,624.249735470996484,27122.076926082540012
666,TX477,3,19,373145,1350.776887943813108,60077.521701078032493
667,TX477,3,46,373175,1446.943219023674828,80782.372331828912138
668,TX477,3,27,373154,882.932836525502580,38493.785873543063644
669,TX477,3,60,373191,635.708532238542034,19457.527275596647087
